,Query,DocID,Text,Score
10,what is the normal appearance of the dengue virus?,618,"Signs and symptoms of compulsive gambling (gambling disorder) can include:Being preoccupied with gambling, such as constantly planning gambling activities and how to get more gambling money Needing to gamble with increasing amounts of money to get the same thrill Trying to control, cut back or stop gambling, without success Feeling restless or irritable when you try to cut down on gambling Gambling to escape problems or relieve feelings of helplessness, guilt, anxiety or depression Trying to get back lost money by gambling more (chasing losses) Lying to family members or others to hide the extent of your gambling Risking or losing important relationships, a job, or school or work opportunities because of gambling Asking others to bail you out of financial trouble because you gambled money away",1
11,what is the normal appearance of the dengue virus?,1004,"Signs and symptoms of E. coli O157:H7 infection usually begin three or four days after exposure to the bacteria. But you may become ill as soon as one day after exposure to more than a week later. Signs and symptoms include:Diarrhea, which may range from mild and watery to severe and bloody Stomach cramping, pain or tenderness Nausea and vomiting, in some people",1
12,what is the normal appearance of the dengue virus?,630,"Signs and symptoms of diaper rash include:Inflamed skin in the diaper area — buttocks, thighs and genitals Itchy, tender skin in the diaper area Sores in the diaper area Discomfort, fussiness or crying, especially during diaper changes",1
13,what is the normal appearance of the dengue virus?,97,"There are three types of thoracic outlet syndrome:Neurogenic thoracic outlet syndrome. This is the most common type of thoracic outlet syndrome. In this type, a group of nerves called the brachial plexus is compressed. The nerves of the brachial plexus come from the spinal cord. The nerves control muscle movements and feeling in the shoulder, arm and hand. Venous thoracic outlet syndrome. This type of thoracic outlet syndrome occurs when one or more of the veins under the collarbone are compressed and damaged. This can result in blood clots. Arterial thoracic outlet syndrome. This is the least common type of TOS. It occurs when one of the arteries under the collarbone is compressed. The compression may cause injury to the artery resulting in a bulge, known as an aneurysm, or blood clot formation.",1
14,what is the normal appearance of the dengue virus?,577,"You can have emphysema for many years without noticing any signs or symptoms. The main symptom of emphysema is shortness of breath, which usually begins gradually.You're so short of breath, you can't climb stairs Your lips or fingernails turn blue or gray with exertion You're not mentally alert",1
15,what is the normal appearance of the dengue virus?,38,"If you have indigestion, you may have:Early fullness during a meal. You haven't eaten much of your meal, but you already feel full and may not be able to finish eating. Uncomfortable fullness after a meal. The feeling of fullness lasts longer than it should. Discomfort in the upper abdomen. You feel a mild to severe pain in the area between the bottom of your breastbone and your bellybutton. Burning in the upper abdomen. You feel an uncomfortable heat or burning sensation between the bottom of your breastbone and your bellybutton. Bloating in the upper abdomen. You feel an uncomfortable sensation of tightness in your upper abdomen. Nausea. You feel as if you want to vomit.",1
16,what is the normal appearance of the dengue virus?,355,"Diabetes symptoms depend on how high your blood sugar is. Some people, especially if they have prediabetes, gestational diabetes or type 2 diabetes, may not have symptoms. In type 1 diabetes, symptoms tend to come on quickly and be more severe.Feeling more thirsty than usual. Urinating often. Losing weight without trying. Presence of ketones in the urine. Ketones are a byproduct of the breakdown of muscle and fat that happens when there's not enough available insulin. Feeling tired and weak. Feeling irritable or having other mood changes. Having blurry vision. Having slow-healing sores. Getting a lot of infections, such as gum, skin and vaginal infections.",1
17,what is the normal appearance of the dengue virus?,859,"A broken hand might cause these signs and symptoms:Severe pain that might worsen when gripping or squeezing or moving your hand Swelling Tenderness Bruising Obvious deformity, such as a crooked finger Stiffness or inability to move your fingers or thumb Numbness in your hand or fingers",1
18,what is the normal appearance of the dengue virus?,704,Esthesioneuroblastoma symptoms include:Loss of the sense of smell. Frequent nosebleeds. Difficulty breathing through the nose.,1
19,what is the normal appearance of the dengue virus?,581,"A heart arrhythmia may not cause any symptoms. The irregular heartbeat may be noticed during a health checkup for another reason.A fluttering, pounding or racing feeling in the chest. A fast heartbeat. A slow heartbeat. Chest pain. Shortness of breath.",1
20,what is the normal appearance of the dengue virus?,521,"Vaginal agenesis often goes unnoticed until females reach their teens, but don't menstruate (amenorrhea). Other signs of puberty usually follow typical female development.The genitals look like a typical female. The vagina may be shortened without a cervix at the end, or absent and marked only by a slight indentation where a vaginal opening would typically be located. There may be no uterus or one that's only partially developed. If there's tissue lining the uterus (endometrium), monthly cramping or chronic abdominal pain may occur. The ovaries typically are fully developed and functional, but they may be in an unusual location in the abdomen. Sometimes the pair of tubes that eggs travel through to get from the ovaries to the uterus (fallopian tubes) are absent or do not develop typically.",1
21,what is the normal appearance of the dengue virus?,340,"The signs of craniosynostosis are usually noticeable at birth, but they become more apparent during the first few months of your baby's life. Signs and severity depend on how many sutures are fused and when in brain development the fusion occurs. Signs and symptoms can include:A misshapen skull, with the shape depending on which of the sutures are affected Development of a raised, hard ridge along affected sutures, with a change in the shape of the head that's not typical",1
22,what is the normal appearance of the dengue virus?,144,"The primary symptoms of fibromyalgia include:Widespread pain. The pain associated with fibromyalgia often is described as a constant dull ache that has lasted for at least three months. To be considered widespread, the pain must occur on both sides of your body and above and below your waist. Fatigue. People with fibromyalgia often awaken tired, even though they report sleeping for long periods of time. Sleep is often disrupted by pain, and many patients with fibromyalgia have other sleep disorders, such as restless legs syndrome and sleep apnea. Cognitive difficulties. A symptom commonly referred to as ""fibro fog"" impairs the ability to focus, pay attention and concentrate on mental tasks.",1
23,what is the normal appearance of the dengue virus?,806,"Once you become infected with whooping cough, it takes about seven to 10 days for signs and symptoms to appear, though it can sometimes take longer. They're usually mild at first and resemble those of a common cold:Runny nose Nasal congestion Red, watery eyes Fever Cough",1
24,what is the normal appearance of the dengue virus?,74,"Sciatica pain can be almost anywhere along the nerve pathway. It's especially likely to follow a path from the low back to the buttock and the back of a thigh and calf.Sudden, severe pain in the low back or a leg and numbness or muscle weakness in a leg Pain after a violent injury, such as a traffic accident Trouble controlling bowels or bladder",1
25,what is the normal appearance of the dengue virus?,477,"Cystitis signs and symptoms may include:A strong, persistent urge to urinate Pain or a burning feeling when urinating Passing frequent, small amounts of urine Blood in the urine (hematuria) Passing cloudy or strong-smelling urine Pelvic discomfort A feeling of pressure in the area below your belly button (abdomen) Low-grade fever",1
26,what is the normal appearance of the dengue virus?,324,"In some people, an enlarged heart (cardiomegaly) causes no signs or symptoms. Others may have these signs and symptoms of cardiomegaly:Shortness of breath, especially while lying flat Waking up short of breath Irregular heart rhythm (arrhythmia) Swelling (edema) in the belly or in the legs",1
27,what is the normal appearance of the dengue virus?,569,"Folliculitis signs and symptoms include:Clusters of small bumps or pimples around hair follicles Pus-filled blisters that break open and crust over Itchy, burning skin Painful, tender skin An inflamed bump",1
28,what is the normal appearance of the dengue virus?,694,"Symptoms of pyloric stenosis usually appear within 3 to 5 weeks after birth. Pyloric stenosis is rare in babies older than 3 months.Vomiting after feeding. The baby may vomit forcefully, ejecting breast milk or formula up to several feet away. This is known as projectile vomiting. Vomiting might be mild at first. But over time, it becomes more severe as the pylorus opening narrows. The vomit may sometimes contain blood. Persistent hunger. Babies who have pyloric stenosis often want to eat soon after vomiting. Stomach contractions. You may notice wavelike contractions that ripple across your baby's upper stomach area soon after feeding but before vomiting. These contractions are part of the digestive process known as peristalsis. The contractions are caused by stomach muscles trying to force food through the narrowed pylorus. Dehydration. Your baby might cry without tears or become lethargic. You might find yourself changing fewer wet diapers or diapers that aren't as wet as you expect. Changes in bowel movements. Since pyloric stenosis prevents food from reaching the intestines, babies with this condition might be constipated. Weight problems. Pyloric stenosis can keep a baby from gaining weight, and sometimes can cause weight loss.",1
29,what is the normal appearance of the dengue virus?,575,"Tricuspid valve regurgitation often doesn't cause signs or symptoms until the condition is severe. The condition may be discovered when tests are done for other reasons.Fatigue Irregular heart rhythms (arrhythmias) Pulsing in the neck Shortness of breath with activity Swelling in the belly area (abdomen), legs or neck veins",1
30,what is the normal appearance of the dengue virus?,113,"Seborrheic dermatitis signs and symptoms may include:Flaking skin (dandruff) on your scalp, hair, eyebrows, beard or mustache Patches of greasy skin covered with flaky white or yellow scales or crust on the scalp, face, sides of the nose, eyebrows, ears, eyelids, chest, armpits, groin area or under the breasts Rash that may look darker or lighter in people with brown or Black skin and redder in those with white skin Ring-shaped (annular) rash, for a type called petaloid seborrheic dermatitis Itchiness (pruritus)",1
31,what is the normal appearance of the dengue virus?,439,"One of the most common signs of primary immunodeficiency is having infections that are more frequent, longer lasting or harder to treat than are the infections of someone with a typical immune system. You may also get infections that a person with a healthy immune system likely wouldn't get (opportunistic infections).Frequent and recurrent pneumonia, bronchitis, sinus infections, ear infections, meningitis or skin infections Inflammation and infection of internal organs Blood disorders, such as low platelet count or anemia Digestive problems, such as cramping, loss of appetite, nausea and diarrhea Delayed growth and development Autoimmune disorders, such as lupus, rheumatoid arthritis or type 1 diabetes",1
32,what is the normal appearance of the dengue virus?,104,"Feelings of shyness or discomfort in certain situations aren't necessarily signs of social anxiety disorder, particularly in children. Comfort levels in social situations vary, depending on personality traits and life experiences. Some people are naturally reserved and others are more outgoing.Fear of situations in which you may be judged negatively Worry about embarrassing or humiliating yourself Intense fear of interacting or talking with strangers Fear that others will notice that you look anxious Fear of physical symptoms that may cause you embarrassment, such as blushing, sweating, trembling or having a shaky voice Avoidance of doing things or speaking to people out of fear of embarrassment Avoidance of situations where you might be the center of attention Anxiety in anticipation of a feared activity or event Intense fear or anxiety during social situations Analysis of your performance and identification of flaws in your interactions after a social situation Expectation of the worst possible consequences from a negative experience during a social situation",1
33,what is the normal appearance of the dengue virus?,590,"Myelofibrosis usually develops slowly. In its very early stages, many people don't experience signs or symptoms.Feeling tired, weak or short of breath, usually because of anemia Pain or fullness below your ribs on the left side, due to an enlarged spleen Easy bruising Easy bleeding Excessive sweating during sleep (night sweats) Fever Bone pain",1
34,what is the normal appearance of the dengue virus?,857,"Signs and symptoms of intestinal ischemia can develop suddenly (acute) or gradually (chronic). Signs and symptoms may be different from one person to the next, but there are some generally recognized patterns that suggest intestinal ischemia.Sudden belly (abdominal) pain that may be mild, moderate or severe An urgent need to have a bowel movement Frequent, forceful bowel movements Abdominal tenderness or bloating (distention) Blood in your stool Nausea and vomiting Mental confusion in older adults",1
35,what is the normal appearance of the dengue virus?,285,"Fecal incontinence may occur during an occasional bout of diarrhea. But for some people, fecal incontinence happens a lot. People with this condition may not be able to stop the urge to defecate. It may come on so suddenly that you can't make it to the toilet in time. This is called urge incontinence.Diarrhea. Constipation. Gas and bloating.",1
36,what is the normal appearance of the dengue virus?,709,"Tinea versicolor signs and symptoms include:Patches of skin discoloration, usually on the back, chest, neck and upper arms, which may appear lighter or darker than usual Mild itching Scaling",1
37,what is the normal appearance of the dengue virus?,253,"Genital warts are a common sexually transmitted infection. They can appear on the genitals, in the pubic area or in the anal canal. In women, genital warts can also grow inside the vagina.Small, flesh-colored, brown or pink swellings in your genital area A cauliflower-like shape caused by several warts close together Itching or discomfort in your genital area Bleeding with intercourse",1
38,what is the normal appearance of the dengue virus?,378,"Sometimes, adenomyosis causes no signs or symptoms or only mild discomfort. However, adenomyosis can cause:Heavy or prolonged menstrual bleeding Severe cramping or sharp, knifelike pelvic pain during menstruation (dysmenorrhea) Chronic pelvic pain Painful intercourse (dyspareunia)",1
39,what is the normal appearance of the dengue virus?,606,"Symptoms of burning mouth syndrome may include:A burning or scalding feeling that most commonly affects your tongue, but also may affect your lips, gums, roof of your mouth, throat or whole mouth. A feeling of dry mouth with increased thirst. Taste changes in your mouth, such as a bitter or metallic taste. Loss of taste. Tingling, stinging or numbness in your mouth.",1
40,what is the normal appearance of the dengue virus?,911,"These are common features of ganglion cysts:Location. Ganglion cysts most often develop along the tendons or joints of wrists or hands. The next most common locations are the ankles and feet. These cysts grow near other joints too. Shape and size. Ganglion cysts are round or oval. Some are too small to feel. The size of a cyst can change, often getting larger over time with joint movement. Pain. Ganglion cysts usually are painless. But if a cyst presses on a nerve or other structures, it can cause pain, tingling, numbness or muscle weakness.",1
41,what is the normal appearance of the dengue virus?,500,"Priapism symptoms vary depending on the type of priapism. The two main types of priapism are ischemic priapism and nonischemic priapism.Erection lasting more than four hours or unrelated to sexual interest or stimulation Rigid penile shaft, but the tip of penis (glans) is soft Progressively worsening penile pain",1
42,what is the normal appearance of the dengue virus?,890,"Pet allergy signs and symptoms caused by inflammation of nasal passages include:Sneezing Runny nose Itchy, red or watery eyes Nasal congestion Itchy nose, roof of mouth or throat Postnasal drip Cough Facial pressure and pain Frequent awakening Swollen, blue-colored skin under your eyes In a child, frequent upward rubbing of the nose",1
43,what is the normal appearance of the dengue virus?,848,"A snap or cracking sound might be your first indication you've broken an arm. Signs and symptoms include:Severe pain, which might increase with movement Swelling Bruising Deformity, such as a bent arm or wrist Inability to turn your arm from palm up to palm down or vice versa",1
44,what is the normal appearance of the dengue virus?,271,"The main symptom of endometriosis is pelvic pain. It's often linked with menstrual periods. Although many people have cramping during their periods, those with endometriosis often describe menstrual pain that's far worse than usual. The pain also may become worse over time.Painful periods. Pelvic pain and cramping may start before a menstrual period and last for days into it. You also may have lower back and stomach pain. Another name for painful periods is dysmenorrhea. Pain with sex. Pain during or after sex is common with endometriosis. Pain with bowel movements or urination. You're most likely to have these symptoms before or during a menstrual period. Excessive bleeding. Sometimes, you may have heavy menstrual periods or bleeding between periods. Infertility. For some people, endometriosis is first found during tests for infertility treatment. Other symptoms. You may have fatigue, diarrhea, constipation, bloating or nausea. These symptoms are more common before or during menstrual periods.",1
45,what is the normal appearance of the dengue virus?,456,"Signs and symptoms of alcohol intolerance — or of a reaction to ingredients in an alcoholic beverage — can include:Facial redness (flushing) Red, itchy skin bumps (hives) Worsening of pre-existing asthma Runny or stuffy nose Low blood pressure Nausea and vomiting Diarrhea",1
46,what is the normal appearance of the dengue virus?,326,"Chest pain can feel different depending on what's triggering the symptom. Often, the cause has nothing to do with the heart — though there's no easy way to tell without seeing a health care provider.Pressure, fullness, burning or tightness in the chest. Crushing or searing pain that spreads to the back, neck, jaw, shoulders, and one or both arms. Pain that lasts more than a few minutes, gets worse with activity, goes away and comes back, or varies in intensity. Shortness of breath. Cold sweats. Dizziness, lightheadedness or weakness. Racing heartbeats. Nausea or vomiting.",1
47,what is the normal appearance of the dengue virus?,924,"Your baby may have very mild symptoms of premature birth or more-serious health problems.Small size, with a head that's large compared with the body.  Features that are sharper and less rounded than a full-term baby's features due to a lack of cells that store fat.  Fine hair that covers much of the body. Low body temperature, mainly right after birth in the delivery room. Trouble breathing. Feeding problems.",1
48,what is the normal appearance of the dengue virus?,123,"Inflammatory bowel disease symptoms vary, depending on the severity of inflammation and where it occurs. Symptoms may range from mild to severe. You are likely to have periods of active illness followed by periods of remission.Diarrhea Fatigue Abdominal pain and cramping Blood in your stool Reduced appetite Unintended weight loss",1
49,what is the normal appearance of the dengue virus?,206,"The symptoms of a peripheral nerve tumor develop from direct effects on the main nerve or from the tumor pressing on nearby nerves, blood vessels or tissues. As the tumor grows, it may be more likely to cause symptoms, although tumor size doesn't always determine effects.Swelling or a lump under the skin. Pain, tingling or numbness. Weakness or a loss of function in the affected area. Dizziness or a loss of balance.",1
50,What are the symptoms of astigmatism?,538,"Signs and symptoms of HHT include:Nosebleeds, sometimes on a daily basis and often starting in childhood Lacy red vessels or tiny red spots, particularly on the lips, face, fingertips, tongue and inside surfaces of the mouth Iron deficiency anemia Shortness of breath Headaches Seizures",1
51,What are the symptoms of astigmatism?,334,"Symptoms usually come and go, and may include:Skin lesions. Most people with cryoglobulinemia develop purplish skin lesions on their legs. In some people, leg ulcers also occur. Joint pain. Symptoms resembling rheumatoid arthritis are common in cryoglobulinemia. Peripheral neuropathy. Cryoglobulinemia can damage the nerves at the tips of your fingers and toes, causing numbness and other problems.",1
52,What are the symptoms of astigmatism?,388,"Posterior cortical atrophy symptoms vary among people. Symptoms also can vary over time. They tend to gradually get worse. Common symptoms include having trouble with:Reading, spelling or math. Driving. Getting dressed. Telling the difference between objects that are moving and those that are still. Judging how far away objects are. Using everyday objects or tools. Identifying left from right.",1
53,What are the symptoms of astigmatism?,493,"Symptoms of Noonan syndrome vary greatly and range from mild to severe. These symptoms may be related to the specific gene containing the change.Eyes are wide-set, slant down and have droopy lids. Eyes may be pale blue or green. Ears are set low and look like they're tipped backward. Nose is depressed at the top, with a wide base and round tip. Mouth has a deep groove between the nose and the mouth and wide peaks in the upper lip. The crease that runs from the edge of the nose to the corner of the mouth becomes deeply grooved with age. Teeth may be crooked. The inside roof of the mouth may be highly arched. And the lower jaw may be small. Facial features may appear coarse but look sharper with age. The face may appear droopy and not show expression. Head may be large with a big forehead and a low hairline on the back of the head. Skin may appear thin and transparent with age.",1
54,What are the symptoms of astigmatism?,501,"Mammary duct ectasia often doesn't cause any signs or symptoms, but some people experience:A dirty white, greenish or black nipple discharge from one or both nipples Tenderness in the nipple or surrounding breast tissue (areola) Redness of the nipple and areolar tissue A breast lump or thickening near the clogged duct A nipple that's turned inward (inverted)",1
55,What are the symptoms of astigmatism?,1014,"Most people experience no symptoms. When symptoms do occur, they typically include pain and stiffness in the neck.Tingling, numbness and weakness in the arms, hands, legs or feet Lack of coordination and difficulty walking Loss of bladder or bowel control",1
56,What are the symptoms of astigmatism?,831,"If a baby is born with pulmonary atresia, symptoms will be noticeable soon after birth. Signs and symptoms might include:Blue- or gray-toned skin (cyanosis) Fast breathing or shortness of breath Easily tiring or being fatigued Feeding problems",1
57,What are the symptoms of astigmatism?,659,"In most cases, your body's immune system defeats an HPV infection before it creates warts. When warts do appear, they vary in appearance depending on which kind of HPV is involved:Genital warts. These appear as flat lesions, small cauliflower-like bumps or tiny stemlike protrusions. In women, genital warts appear mostly on the vulva but can also occur near the anus, on the cervix or in the vagina. In men, genital warts appear on the penis and scrotum or around the anus. Genital warts rarely cause discomfort or pain, though they may itch or feel tender.  Common warts. Common warts appear as rough, raised bumps and usually occur on the hands and fingers. In most cases, common warts are simply unsightly, but they can also be painful or susceptible to injury or bleeding. Plantar warts. Plantar warts are hard, grainy growths that usually appear on the heels or balls of your feet. These warts might cause discomfort. Flat warts. Flat warts are flat-topped, slightly raised lesions. They can appear anywhere, but children usually get them on the face and men tend to get them in the beard area. Women tend to get them on the legs.",1
58,What are the symptoms of astigmatism?,165,"Some children show signs of autism spectrum disorder in early infancy, such as reduced eye contact, lack of response to their name or indifference to caregivers. Other children may develop normally for the first few months or years of life, but then suddenly become withdrawn or aggressive or lose language skills they've already acquired. Signs usually are seen by age 2 years.Fails to respond to his or her name or appears not to hear you at times Resists cuddling and holding, and seems to prefer playing alone, retreating into his or her own world Has poor eye contact and lacks facial expression Doesn't speak or has delayed speech, or loses previous ability to say words or sentences Can't start a conversation or keep one going, or only starts one to make requests or label items Speaks with an abnormal tone or rhythm and may use a singsong voice or robot-like speech Repeats words or phrases verbatim, but doesn't understand how to use them Doesn't appear to understand simple questions or directions Doesn't express emotions or feelings and appears unaware of others' feelings Doesn't point at or bring objects to share interest Inappropriately approaches a social interaction by being passive, aggressive or disruptive Has difficulty recognizing nonverbal cues, such as interpreting other people's facial expressions, body postures or tone of voice",1
59,What are the symptoms of astigmatism?,206,"The symptoms of a peripheral nerve tumor develop from direct effects on the main nerve or from the tumor pressing on nearby nerves, blood vessels or tissues. As the tumor grows, it may be more likely to cause symptoms, although tumor size doesn't always determine effects.Swelling or a lump under the skin. Pain, tingling or numbness. Weakness or a loss of function in the affected area. Dizziness or a loss of balance.",1
60,What are the symptoms of astigmatism?,391,"Schizotypal personality disorder typically includes five or more of these signs and symptoms:Being a loner and lacking close friends outside of the immediate family Flat emotions or limited or inappropriate emotional responses Persistent and excessive social anxiety Incorrect interpretation of events, such as a feeling that something that is actually harmless or inoffensive has a direct personal meaning Peculiar, eccentric or unusual thinking, beliefs or mannerisms Suspicious or paranoid thoughts and constant doubts about the loyalty of others Belief in special powers, such as mental telepathy or superstitions Unusual perceptions, such as sensing an absent person's presence or having illusions Dressing in peculiar ways, such as appearing unkempt or wearing oddly matched clothes Peculiar style of speech, such as vague or unusual patterns of speaking, or rambling oddly during conversations",1
61,What are the symptoms of astigmatism?,236,"Moles are usually harmless. They may contain hairs or become raised or wrinkled. Talk to your doctor about any change in the color or size of a mole or if itching, pain, bleeding or inflammation develops.A change in an existing mole The development of a new pigmented or unusual-looking growth on your skin",1
62,What are the symptoms of astigmatism?,752,"One to three days before a rash develops, you may show early signs of Stevens-Johnson syndrome, including:Fever A sore mouth and throat Fatigue Burning eyes",1
63,What are the symptoms of astigmatism?,827,"Signs and symptoms of ringworm of the scalp may include:One or more round, scaly or inflamed patches where the hair has broken off at or near the scalp Patches that slowly get bigger and have small, black dots where the hair has broken off Brittle or fragile hair that can be easily broken or pulled out Tender or painful areas on the scalp",1
64,What are the symptoms of astigmatism?,731,Symptoms of cholecystitis may include:Severe pain in your upper right or center abdomen Pain that spreads to your right shoulder or back Tenderness over your abdomen when it's touched Nausea Vomiting Fever,1
65,What are the symptoms of astigmatism?,217,"Creutzfeldt-Jakob disease is marked by changes in mental abilities. Symptoms get worse quickly, usually within several weeks to a few months. Early symptoms include:Personality changes. Memory loss. Impaired thinking. Blurry vision or blindness. Insomnia. Problems with coordination. Trouble speaking. Trouble swallowing. Sudden, jerky movements.",1
66,What are the symptoms of astigmatism?,773,"In Crohn's disease, any part of your small or large intestine can be involved. It may involve multiple segments, or it may be continuous. In some people, the disease is only in the colon, which is part of the large intestine.Diarrhea Fever Fatigue Abdominal pain and cramping Blood in your stool Mouth sores Reduced appetite and weight loss Pain or drainage near or around the anus due to inflammation from a tunnel into the skin (fistula)",1
67,What are the symptoms of astigmatism?,73,"Hypogonadism can begin during fetal development, before puberty or during adulthood. Signs and symptoms depend on when the condition develops.Female genitals Genitals that are neither clearly male nor clearly female (ambiguous genitals) Underdeveloped male genitals",1
68,What are the symptoms of astigmatism?,351,"Many people with polycythemia vera don't have noticeable signs or symptoms. Some people might develop vague symptoms such as headache, dizziness, fatigue and blurred vision.Itchiness, especially after a warm bath or shower Numbness, tingling, burning, or weakness in your hands, feet, arms or legs A feeling of fullness soon after eating and bloating or pain in your left upper abdomen due to an enlarged spleen Unusual bleeding, such as a nosebleed or bleeding gums Painful swelling of one joint, often the big toe Shortness of breath and difficulty breathing when lying down",1
69,What are the symptoms of astigmatism?,180,"Symptoms of jellyfish stings include:Burning, prickling, stinging pain Welts or tracks on the skin — a ""print"" of the tentacles' contact with the skin Itchiness (pruritus) Swelling Throbbing pain that radiates up a leg or an arm",1
70,What are the symptoms of astigmatism?,667,"You're more likely to have a nightmare in the second half of your night. Nightmares may occur rarely or more frequently, even several times a night. Episodes are generally brief, but they cause you to awaken, and returning to sleep can be difficult.Your dream seems vivid and real and is very upsetting, often becoming more disturbing as the dream unfolds. Your dream storyline is usually related to threats to safety or survival, but it can have other disturbing themes. Your dream awakens you. You feel scared, anxious, angry, sad or disgusted as a result of your dream. You feel sweaty or have a pounding heartbeat while in bed. You can think clearly upon awakening and can recall details of your dream. Your dream causes distress that keeps you from falling back to sleep easily.",1
71,What are the symptoms of astigmatism?,763,"For most people with pseudocholinesterase deficiency, no signs or symptoms of the condition occur until you get the muscle relaxant succinylcholine. This medication is used as part of anesthesia.A gene change that causes the disorder A history of a problem during anesthesia that is suspected to be caused by pseudocholinesterase deficiency",1
72,What are the symptoms of astigmatism?,609,"Most people exposed to the cholera bacterium (Vibrio cholerae) don't become ill and don't know they've been infected. But because they shed cholera bacteria in their stool for seven to 14 days, they can still infect others through contaminated water.Diarrhea. Cholera-related diarrhea comes on suddenly and can quickly cause dangerous fluid loss — as much as a quart (about 1 liter) an hour. Diarrhea due to cholera often has a pale, milky appearance that resembles water in which rice has been rinsed. Nausea and vomiting. Vomiting occurs especially in the early stages of cholera and can last for hours. Dehydration. Dehydration can develop within hours after cholera symptoms start and range from mild to severe. A loss of 10% or more of body weight indicates severe dehydration.Signs and symptoms of cholera dehydration include irritability, fatigue, sunken eyes, a dry mouth, extreme thirst, dry and shriveled skin that's slow to bounce back when pinched into a fold, little or no urinating, low blood pressure, and an irregular heartbeat.",1
73,What are the symptoms of astigmatism?,965,"Squamous cell carcinoma of the skin most often occurs on sun-exposed skin. This includes the scalp, the backs of the hands, the ears or the lips. But it can occur anywhere on the body. It can even occur inside the mouth, on the bottoms of the feet or on the genitals. When squamous cell carcinoma of the skin happens in people with Black and brown skin, it tends to happen in places that aren't exposed to the sun.A firm bump on the skin, called a nodule. The nodule might be the same color as the skin, or it might look different. It can look pink, red, black or brown, depending on skin color. A flat sore with a scaly crust. A new sore or raised area on an old scar or sore. A rough, scaly patch on the lip that may become an open sore. A sore or rough patch inside the mouth. A raised patch or wartlike sore on or in the anus or on the genitals.",1
