,Query,DocID,Text,Score
10,Which two are the main symptoms of albinism?,283,"People with monoclonal gammopathy often don't have symptoms. Some people have a rash or nerve problems, such as numbness or tingling. A blood test for another condition might find MGUS by chance.Age. The average age at diagnosis is 70 years. Race. Africans and Black Americans are more likely to get MGUS than white people are. Sex. MGUS is more common in men. Family history. Having family members with MGUS might increase the risk.",1
11,Which two are the main symptoms of albinism?,502,"Most herniated disks occur in the lower back, but they also can occur in the neck. Symptoms depend on where the disk is sitting and whether the disk is pressing on a nerve. Herniated disks often affect one side of the body.Arm or leg pain. If your herniated disk is in your lower back, you'll typically feel pain in your lower back, buttocks, thigh and calf. You might have pain in part of your foot as well. For a herniated disk in your neck, you'll typically feel the most pain in your shoulder and arm. This pain might shoot into your arm or leg when you cough, sneeze or move into certain positions. Pain is often described as sharp or burning.  Numbness or tingling. People who have herniated disks often have radiating numbness or tingling in the body part served by the affected nerves. Weakness. Muscles served by the affected nerves tend to weaken. This can cause you to stumble or affect your ability to lift or hold items.",1
12,Which two are the main symptoms of albinism?,139,"Baby acne is small, inflamed bumps on a baby's face, neck, back or chest. It often develops within 2 to 4 weeks of birth.Baby acne Baby acne on cheek",1
13,Which two are the main symptoms of albinism?,794,"Eyestrain symptoms include:Sore, tired, burning or itching eyes Watery or dry eyes Blurred or double vision Headache Sore neck, shoulders or back Increased sensitivity to light, called photophobia Difficulty concentrating Feeling that you cannot keep your eyes open",1
14,Which two are the main symptoms of albinism?,1013,"Mild small bowel prolapse may produce no signs or symptoms. However, if you have significant prolapse, you might experience:A pulling sensation in your pelvis that eases when you lie down A feeling of pelvic fullness, pressure or pain Low back pain that eases when you lie down A soft bulge of tissue in your vagina Vaginal discomfort and painful intercourse (dyspareunia)",1
15,Which two are the main symptoms of albinism?,6,"The most common symptom of a rectovaginal fistula is passing gas or stool from the vagina. Depending on the fistula's size and location, you may have only minor symptoms. Or you may have significant problems with stool and gas leakage and keeping the area clean.Injuries during childbirth. Delivery-related injuries are the most common cause of rectovaginal fistulas. Injuries include tears in the perineum ⸺ the skin between the vagina and the anus ⸺ that extend to the bowel or an infection. Fistulas caused by injuries during childbirth may involve injury to the anal sphincter ⸺ the rings of muscle at the end of the rectum that help hold in stool. Inflammatory bowel disease. The second most common cause of rectovaginal fistulas is Crohn's disease and, more rarely, ulcerative colitis. These inflammatory bowel diseases cause swelling and irritation of the tissues lining the digestive tract. Most people with Crohn's disease never develop a rectovaginal fistula, but having Crohn's disease does increase your risk of the condition. Cancer or radiation treatment in the pelvic area. A cancerous tumor in your rectum, cervix, vagina, uterus or anal canal can result in a rectovaginal fistula. Also, radiation therapy for cancers in these areas can put you at risk. A fistula caused by radiation can form at any time following radiation treatment, but most commonly forms within the first two years. Surgery involving the vagina, perineum, rectum or anus. In rare cases, prior surgery in your lower pelvic area, such as removing an infected Bartholin's gland, can cause a fistula to develop. Bartholin's glands are found on each side of the vaginal opening and help keep the vagina moist. The fistula may develop as a result of an injury during surgery or a leak or infection that develops afterward. Complication from diverticulitis. Infection of small, bulging pouches in your digestive tract, called diverticulitis, may cause the rectum or large intestine to stick to the vagina and may lead to a fistula. Other causes. Rarely, a rectovaginal fistula may develop following infections in the skin around the anus or vagina.",1
16,Which two are the main symptoms of albinism?,540,"The signs and symptoms of pneumonia vary from mild to severe, depending on factors such as the type of germ causing the infection, and your age and overall health. Mild signs and symptoms often are similar to those of a cold or flu, but they last longer.Chest pain when you breathe or cough Confusion or changes in mental awareness (in adults age 65 and older) Cough, which may produce phlegm Fatigue Fever, sweating and shaking chills Lower than normal body temperature (in adults older than age 65 and people with weak immune systems) Nausea, vomiting or diarrhea Shortness of breath",1
17,Which two are the main symptoms of albinism?,1008,"You might not have signs or symptoms if your hypercalcemia is mild. More-severe cases produce signs and symptoms related to the parts of your body affected by the high calcium levels in your blood. Examples include:Kidneys. Excess calcium makes your kidneys work harder to filter it. This can cause excessive thirst and frequent urination. Digestive system. Hypercalcemia can cause stomach upset, nausea, vomiting and constipation. Bones and muscles. In most cases, the excess calcium in your blood was leached from your bones, which weakens them. This can cause bone pain and muscle weakness. Brain. Hypercalcemia can interfere with how your brain works, resulting in confusion, lethargy and fatigue. It can also cause depression. Heart. Rarely, severe hypercalcemia can interfere with your heart function, causing palpitations and fainting, indications of cardiac arrhythmia, and other heart problems.",1
18,Which two are the main symptoms of albinism?,135,"Signs and symptoms of a brain tumor in children vary greatly and depend on the brain tumor type, size, location and rate of growth. Some signs and symptoms may not be easy to detect because they're similar to symptoms of other conditions.Headaches, which may become more frequent and more severe Feeling of increased pressure in the head Unexplained nausea or vomiting Abrupt onset of vision problems, such double vision",1
19,Which two are the main symptoms of albinism?,127,"Signs and symptoms of balance problems include:Sense of motion or spinning (vertigo) Feeling of faintness or lightheadedness (presyncope) Loss of balance or unsteadiness Falling or feeling like you might fall Feeling a floating sensation or dizziness Vision changes, such as blurriness Confusion",1
20,Which two are the main symptoms of albinism?,555,"Initially, you may not even notice symptoms of oral thrush. Signs and symptoms may include:Creamy white lesions on your tongue, inner cheeks, and sometimes on the roof of your mouth, gums and tonsils Slightly raised lesions with a cottage cheese-like appearance Redness, burning or soreness that may be severe enough to cause difficulty eating or swallowing Slight bleeding if the lesions are rubbed or scraped Cracking and redness at the corners of your mouth A cottony feeling in your mouth Loss of taste Redness, irritation and pain under dentures (denture stomatitis)",1
21,Which two are the main symptoms of albinism?,78,"Kidney stones form in your kidneys. As stones move into your ureters — the thin tubes that allow urine to pass from your kidneys to your bladder — signs and symptoms can result. Signs and symptoms of kidney stones can include severe pain, nausea, vomiting, fever, chills and blood in your urine.Severe, sharp pain in the side and back, below the ribs Pain that radiates to the lower abdomen and groin Pain that comes in waves and fluctuates in intensity Pain or burning sensation while urinating",1
22,Which two are the main symptoms of albinism?,647,One of the major signs of encephalitis in infants is bulging of the soft spots (fontanels) of the baby's skull. Pictured here is the anterior fontanel. Other fontanels are found on the sides and back of an infant's head.Headache. Fever. Aches in muscles or joints. Fatigue or weakness.,1
23,Which two are the main symptoms of albinism?,874,"The esophagus is a muscular tube that connects the mouth and the stomach. Rings of muscle called sphincters contract and relax to allow food and liquid to pass.Squeezing pain in your chest. The pain is often intense, and you might mistake it for heart pain, also known as angina. Difficulty swallowing solids and liquids, sometimes related to swallowing specific substances. Red wine or extremely hot or cold liquids are more common culprits. The feeling that an object is stuck in your throat. The return of food and liquids back up your esophagus, also called regurgitation.",1
24,Which two are the main symptoms of albinism?,67,"The first sign of intussusception in an otherwise healthy infant may be sudden, loud crying caused by belly pain. Infants who have belly pain may pull their knees to their chests when they cry.Stool mixed with blood and mucus — sometimes referred to as currant jelly stool because of its appearance. Vomiting. A lump in the belly. Weakness or lack of energy. Diarrhea.",1
25,Which two are the main symptoms of albinism?,373,"Rheumatic fever symptoms result from inflammation in the heart, joints, skin or central nervous system. There may be few symptoms or several. Symptoms can change during the course of the disease. The onset of rheumatic fever usually occurs about 2 to 4 weeks after a strep throat infection.Fever Painful and tender joints — most often in the knees, ankles, elbows and wrists Pain in one joint that migrates to another joint Red, hot or swollen joints Chest pain Fatigue Flat or slightly raised, painless rash with a ragged edge Heart murmur Jerky, uncontrollable body movements (Sydenham chorea) — most often in the hands, feet and face Outbursts of unusual behavior, such as crying or inappropriate laughing, that accompanies Sydenham chorea Small, painless bumps beneath the skin",1
26,Which two are the main symptoms of albinism?,744,"Symptoms of an anal fistula can include:An opening on the skin around the anus A red, inflamed area around the tunnel opening Oozing of pus, blood or stool from the tunnel opening Pain in the rectum and anus, especially when sitting or passing stool Fever",1
27,Which two are the main symptoms of albinism?,599,The most common signs and symptoms of acute flaccid myelitis include:Sudden arm or leg weakness Sudden loss of muscle tone Sudden loss of reflexes,1
28,Which two are the main symptoms of albinism?,1053,"Signs and symptoms of uterine polyps include:Vaginal bleeding after menopause. Bleeding between periods. Frequent, unpredictable periods whose lengths and heaviness vary. Very heavy periods. Infertility.",1
29,Which two are the main symptoms of albinism?,856,"Basal cell carcinoma is a type of skin cancer that most often develops on areas of skin exposed to the sun, such as the face. On white skin, basal cell carcinoma often looks like a bump that's skin-colored or pink.A pearly or waxy bump A flat, flesh-colored or brown scar-like lesion A bleeding or scabbing sore that heals and returns",1
30,Which two are the main symptoms of albinism?,622,The signs and symptoms of entropion result from the friction of your eyelashes and outer eyelid against the surface of your eye. You may experience:The feeling that something is in your eye Eye redness Eye irritation or pain Sensitivity to light and wind Watery eyes (excessive tearing) Mucous discharge and eyelid crusting,1
31,Which two are the main symptoms of albinism?,310,"Dry skin is often temporary or seasonal — you might get it only in winter, for example — or you might need to treat it long term. Signs and symptoms of dry skin might vary based on your age, health status, skin tone, living environment and sun exposure. They include:A feeling of skin tightness Skin that feels and looks rough Itchiness (pruritus) Slight to severe flaking skin, which causes the ashy look that can affect dry brown and black skin Slight to severe scaling or peeling Cracked ""dry riverbed"" look to leg Fine lines or cracks Skin that ranges from reddish on white skin to grayish on brown and black skin Deep cracks that may bleed",1
32,Which two are the main symptoms of albinism?,111,"Addison's disease symptoms usually happen slowly, often over months. The disease can move so slowly that people who have it may ignore the symptoms at first. Then a stress, such as illness or injury, makes symptoms worse.Extreme fatigue Weight loss and loss of appetite Areas of darkened skin Low blood pressure, even fainting Salt craving Low blood sugar, also called hypoglycemia Nausea, diarrhea or vomiting Abdominal pain Muscle and joint pain Irritability Depression Body hair loss or sexual issues in some people",1
33,Which two are the main symptoms of albinism?,632,"A benign peripheral nerve tumor can cause symptoms if it presses on the nerve in which it is growing or on nearby nerves, blood vessels or tissues.Swelling or a lump under your skin Pain, tingling or numbness Weakness or loss of function in the affected area Dizziness or loss of balance",1
34,Which two are the main symptoms of albinism?,767,"Symptoms of diabetes insipidus in adults include:Being very thirsty, often with a preference for cold water. Making large amounts of pale urine. Getting up to urinate and drink water often during the night.",1
35,Which two are the main symptoms of albinism?,1065,"Signs and symptoms of CRPS include:Continuous burning or throbbing pain, usually in the arm, leg, hand or foot Sensitivity to touch or cold Swelling of the painful area Changes in skin temperature — alternating between sweaty and cold Changes in skin color, ranging from white and blotchy to red or blue Changes in skin texture, which may become tender, thin or shiny in the affected area Changes in hair and nail growth Joint stiffness, swelling and damage Muscle spasms, tremors and weakness (atrophy) Decreased ability to move the affected body part",1
36,Which two are the main symptoms of albinism?,509,"Common warts usually occur on your fingers or hands and may be:Small, fleshy, grainy bumps Rough to the touch Sprinkled with black pinpoints, which are small, clotted blood vessels",1
37,Which two are the main symptoms of albinism?,425,"Many people with chronic lymphocytic leukemia have no symptoms at first. Signs and symptoms might develop as the cancer progresses. They might include:Enlarged, but painless, lymph nodes Fatigue Fever Pain in the upper left portion of the abdomen, which may be caused by an enlarged spleen Night sweats Weight loss Frequent infections",1
38,Which two are the main symptoms of albinism?,104,"Feelings of shyness or discomfort in certain situations aren't necessarily signs of social anxiety disorder, particularly in children. Comfort levels in social situations vary, depending on personality traits and life experiences. Some people are naturally reserved and others are more outgoing.Fear of situations in which you may be judged negatively Worry about embarrassing or humiliating yourself Intense fear of interacting or talking with strangers Fear that others will notice that you look anxious Fear of physical symptoms that may cause you embarrassment, such as blushing, sweating, trembling or having a shaky voice Avoidance of doing things or speaking to people out of fear of embarrassment Avoidance of situations where you might be the center of attention Anxiety in anticipation of a feared activity or event Intense fear or anxiety during social situations Analysis of your performance and identification of flaws in your interactions after a social situation Expectation of the worst possible consequences from a negative experience during a social situation",1
39,Which two are the main symptoms of albinism?,771,"Nasal polyps are linked to irritation and swelling, also called inflammation, of the inside of the nose and sinuses that lasts more than 12 weeks. This is known as chronic sinusitis. But it's possible to have chronic sinusitis without getting nasal polyps.Runny, stuffy nose. Mucus running down the throat, also known as postnasal drip. Not being able to smell. Not being able to taste. Facial pain or headache. Pain in the teeth. A sense of pressure over the forehead and face. Snoring.",1
40,Which two are the main symptoms of albinism?,1029,"Some people with mitral valve disease might not have symptoms for many years, if at all.Fatigue. Irregular heartbeat. Shortness of breath.",1
41,Which two are the main symptoms of albinism?,895,"Growing pains usually cause an aching or throbbing feeling in the legs. This pain often occurs in the front of the thighs, the calves or behind the knees. Usually both legs hurt. Some children may also experience abdominal pain or headaches during episodes of growing pains. The pain doesn't occur every day. It comes and goes.Persistent Still present in the morning Severe enough to interfere with your child's usual activities Located in the joints Associated with an injury Accompanied by other signs or symptoms, such as swelling, redness, tenderness, fever, limping, rash, loss of appetite, weakness or fatigue",1
42,Which two are the main symptoms of albinism?,432,"There are three major types of uterine fibroids. Intramural fibroids grow within the muscular uterine wall. Submucosal fibroids bulge into the uterine cavity. Subserosal fibroids project to the outside of the uterus. Some submucosal or subserosal fibroids may be pedunculated. This means they hang from a stalk inside or outside the uterus.Heavy menstrual bleeding or painful periods. Longer or more frequent periods. Pelvic pressure or pain. Frequent urination or trouble urinating. Growing stomach area. Constipation. Pain in the stomach area or lower back, or pain during sex.",1
43,Which two are the main symptoms of albinism?,153,Tonic-clonic seizures have two stages:Tonic phase. Loss of consciousness occurs. The muscles suddenly contract and cause the person to fall down. This phase tends to last about 10 to 20 seconds. Clonic phase. The muscles go into rhythmic contractions. They alternately flex and relax. Convulsions usually last 1 to 2 minutes or less.,1
44,Which two are the main symptoms of albinism?,247,The most common symptom of orthostatic hypotension is lightheadedness or dizziness when standing after sitting or lying down. Symptoms usually last less than a few minutes.Lightheadedness or dizziness upon standing Blurry vision Weakness Fainting (syncope) Confusion,1
45,Which two are the main symptoms of albinism?,162,"Scabies symptoms include:Itching, often severe and usually worse at night Thin, wavy tunnels made up of tiny blisters or bumps on the skin",1
46,Which two are the main symptoms of albinism?,158,"The severity of fetal alcohol syndrome symptoms varies, with some children experiencing them to a far greater degree than others. Signs and symptoms of fetal alcohol syndrome may include any mix of physical defects, intellectual or cognitive disabilities, and problems functioning and coping with daily life.Distinctive facial features, including small eyes, an exceptionally thin upper lip, a short, upturned nose, and a smooth skin surface between the nose and upper lip Deformities of joints, limbs and fingers Slow physical growth before and after birth Vision difficulties or hearing problems Small head circumference and brain size Heart defects and problems with kidneys and bones",1
47,Which two are the main symptoms of albinism?,244,"Bleeding into the skin looks like tiny reddish-purple spots, also known as petechiae. Petechiae might look like a rash. Here they appear on a leg (A) and on the stomach area (B).Easy bruising. Bleeding into the skin that looks like tiny reddish-purple spots, also known as petechiae. The spots mostly show up on the lower legs. They look like a rash. Bleeding into the skin that's larger than petechiae, also known as purpura. Bleeding from the gums or nose. Blood in urine or stools. Really heavy menstrual flow.",1
48,Which two are the main symptoms of albinism?,493,"Symptoms of Noonan syndrome vary greatly and range from mild to severe. These symptoms may be related to the specific gene containing the change.Eyes are wide-set, slant down and have droopy lids. Eyes may be pale blue or green. Ears are set low and look like they're tipped backward. Nose is depressed at the top, with a wide base and round tip. Mouth has a deep groove between the nose and the mouth and wide peaks in the upper lip. The crease that runs from the edge of the nose to the corner of the mouth becomes deeply grooved with age. Teeth may be crooked. The inside roof of the mouth may be highly arched. And the lower jaw may be small. Facial features may appear coarse but look sharper with age. The face may appear droopy and not show expression. Head may be large with a big forehead and a low hairline on the back of the head. Skin may appear thin and transparent with age.",1
49,Which two are the main symptoms of albinism?,151,"Signs and symptoms of hypertrophic cardiomyopathy might include one or more of the following:Chest pain, especially during exercise Fainting, especially during or just after exercise or exertion Heart murmur, which a health care provider might detect while listening to the heart Sensation of fast, fluttering or pounding heartbeats (palpitations) Shortness of breath, especially during exercise",1
50,Where can you get hives?,200,"Not all children carrying extra pounds are overweight. Some children have larger than average body frames. And children normally carry different amounts of body fat at the various stages of development. So you might not know by how your child looks if weight is a health concern.Diet. Regularly eating high-calorie foods, such as fast foods, baked goods and vending machine snacks, can cause your child to gain weight. Candy and desserts also can cause weight gain, and more and more evidence points to sugary drinks, including fruit juices and sports drinks, as culprits in obesity in some people. Lack of exercise. Children who don't exercise much are more likely to gain weight because they don't burn as many calories. Too much time spent in sedentary activities, such as watching television or playing video games, also contributes to the problem. TV shows also often feature ads for unhealthy foods. Family factors. If your child comes from a family of overweight people, he or she may be more likely to put on weight. This is especially true in an environment where high-calorie foods are always available and physical activity isn't encouraged. Psychological factors. Personal, parental and family stress can increase a child's risk of obesity. Some children overeat to cope with problems or to deal with emotions, such as stress, or to fight boredom. Their parents might have similar tendencies. Socioeconomic factors. People in some communities have limited resources and limited access to supermarkets. As a result, they might buy convenience foods that don't spoil quickly, such as frozen meals, crackers and cookies. Also, people who live in lower income neighborhoods might not have access to a safe place to exercise. Certain medications. Some prescription drugs can increase the risk of developing obesity. They include prednisone, lithium, amitriptyline, paroxetine (Paxil), gabapentin (Neurontin, Gralise, Horizant) and propranolol (Inderal, Hemangeol).",1
51,Where can you get hives?,958,Some people naturally sweat more or less than other people. Body odor also can vary from person to person. See a doctor if:You suddenly begin to sweat much more or less than usual Sweating disrupts your daily routine You experience night sweats for no apparent reason You notice a change in your body odor,1
52,Where can you get hives?,72,"Typically, there's no outward sign of this condition, such as a lump. Instead, you may experience the following symptoms:A feeling as if you're standing on a pebble in your shoe A burning pain in the ball of your foot that may radiate into your toes Tingling or numbness in your toes",1
53,Where can you get hives?,209,General signs and symptoms of most types of vasculitis include:Fever Headache Fatigue Weight loss General aches and pains,1
54,Where can you get hives?,456,"Signs and symptoms of alcohol intolerance — or of a reaction to ingredients in an alcoholic beverage — can include:Facial redness (flushing) Red, itchy skin bumps (hives) Worsening of pre-existing asthma Runny or stuffy nose Low blood pressure Nausea and vomiting Diarrhea",4
55,Where can you get hives?,343,"The signs and symptoms of type 1 diabetes in children usually develop quickly, and may include:Increased thirst Frequent urination, possibly bed-wetting in a toilet-trained child Extreme hunger Unintentional weight loss Fatigue Irritability or behavior changes Fruity-smelling breath",1
56,Where can you get hives?,412,"Epidermolysis bullosa symptoms include:Fragile skin that blisters easily, especially on the palms and feet Nails that are thick or unformed Blisters inside the mouth and throat Scalp blistering and hair loss (scarring alopecia) Skin that looks thin Tiny pimple-like bumps (milia) Dental problems, such as tooth decay Difficulty swallowing Itchy, painful skin",1
57,Where can you get hives?,563,"If you're allergic to latex, you're likely to have symptoms after touching latex rubber products, such as gloves or balloons. You also can have symptoms if you breathe in latex particles that are released into the air when someone removes latex gloves.Itching Skin redness Hives or rash",4
58,Where can you get hives?,503,"Depending on the joint that's affected, signs and symptoms of osteochondritis dissecans might include:Pain. This most common symptom of osteochondritis dissecans might be triggered by physical activity — walking up stairs, climbing a hill or playing sports. Swelling and tenderness. The skin around your joint might be swollen and tender. Joint popping or locking. Your joint might pop or stick in one position if a loose fragment gets caught between bones during movement. Joint weakness. You might feel as though your joint is ""giving way"" or weakening. Decreased range of motion. You might be unable to straighten the affected limb completely.",1
59,Where can you get hives?,943,"Symptoms of PCOS often start around the time of the first menstrual period. Sometimes symptoms develop later after you have had periods for a while.Irregular periods. Having few menstrual periods or having periods that aren't regular are common signs of PCOS. So is having periods that last for many days or longer than is typical for a period. For example, you might have fewer than nine periods a year. And those periods may occur more than 35 days apart. You may have trouble getting pregnant. Too much androgen. High levels of the hormone androgen may result in excess facial and body hair. This is called hirsutism. Sometimes, severe acne and male-pattern baldness can happen, too. Polycystic ovaries. Your ovaries might be bigger. Many follicles containing immature eggs may develop around the edge of the ovary. The ovaries might not work the way they should.",1
60,Where can you get hives?,44,"Often the only sign of a hydrocele is a painless swelling of one or both testicles.Injury or inflammation within the scrotum. Infection, including a sexually transmitted infection.",1
61,Where can you get hives?,415,"The signs and symptoms of granuloma annulare can vary, depending on the type:Localized. This is the most common type of granuloma annulare. The rash borders are circular or semicircular, with a diameter up to 2 inches (5 centimeters). The rash occurs most commonly on the hands, feet, wrists and ankles of young adults. Generalized. This type is uncommon and usually affects adults. It causes bumps that form a rash on most of the body, including the trunk, arms and legs. The rash might cause discomfort or itchiness. Under the skin. A type that usually affects young children is called subcutaneous granuloma annulare. It produces small, firm lumps under the skin, instead of a rash. The lumps form on the hands, shins and scalp.",1
62,Where can you get hives?,1064,Atypical hyperplasia usually doesn't cause any specific symptoms.Atypical ductal hyperplasia describes abnormal cells within the breast ducts. Atypical lobular hyperplasia describes abnormal cells within the breast lobules.,1
63,Where can you get hives?,252,"Iritis can occur in one or both eyes. It usually develops suddenly, and can last up to three months.Eye redness Discomfort or achiness in the affected eye Sensitivity to light Decreased vision",1
64,Where can you get hives?,856,"Basal cell carcinoma is a type of skin cancer that most often develops on areas of skin exposed to the sun, such as the face. On white skin, basal cell carcinoma often looks like a bump that's skin-colored or pink.A pearly or waxy bump A flat, flesh-colored or brown scar-like lesion A bleeding or scabbing sore that heals and returns",1
65,Where can you get hives?,283,"People with monoclonal gammopathy often don't have symptoms. Some people have a rash or nerve problems, such as numbness or tingling. A blood test for another condition might find MGUS by chance.Age. The average age at diagnosis is 70 years. Race. Africans and Black Americans are more likely to get MGUS than white people are. Sex. MGUS is more common in men. Family history. Having family members with MGUS might increase the risk.",1
66,Where can you get hives?,419,"Early meningitis symptoms may be similar to the flu. Symptoms may develop over several hours or over a few days.Sudden high fever. Stiff neck. Severe headache. Nausea or vomiting. Confusion or trouble concentrating. Seizures. Sleepiness or trouble waking. Sensitivity to light. No appetite or thirst. Skin rash in some cases, such as in meningococcal meningitis.",1
67,Where can you get hives?,737,Liver problems that can occur include fatty liver disease and cirrhosis. The liver and its cells — as seen through a microscope — change dramatically when a normal liver becomes fatty or cirrhotic.Skin and eyes that appear yellowish (jaundice) Abdominal pain and swelling Swelling in the legs and ankles Itchy skin Dark urine color Pale stool color Chronic fatigue Nausea or vomiting Loss of appetite Tendency to bruise easily,1
68,Where can you get hives?,464,"Widespread enlargement of the thyroid can expand the gland well beyond its typical size (left) and cause a noticeable bulge in the neck (right).Anxiety and irritability A fine tremor of the hands or fingers Heat sensitivity and an increase in perspiration or warm, moist skin Weight loss, despite normal eating habits Enlargement of the thyroid gland (goiter) Change in menstrual cycles Erectile dysfunction or reduced libido Frequent bowel movements Bulging eyes (Graves' ophthalmopathy) Fatigue Thick, red skin usually on the shins or tops of the feet (Graves' dermopathy) Rapid or irregular heartbeat (palpitations) Sleep disturbance",1
69,Where can you get hives?,1,"There are four main types of diabetic neuropathy. You can have one type or more than one type of neuropathy.Numbness or reduced ability to feel pain or temperature changes Tingling or burning feeling Sharp pains or cramps Muscle weakness Extreme sensitivity to touch — for some people, even a bedsheet's weight can be painful Serious foot problems, such as ulcers, infections, and bone and joint damage",1
